671.08093;3172
671.11823;3188
671.15552;3172
671.19281;3165
671.2301;3177
671.26746;3170
671.30475;3180
671.34204;3172
671.37933;3181
671.41663;3179
671.45392;3176
671.49121;3173
671.5285;3180
671.5658;3174
671.60309;3174
671.64038;3168
671.67761;3178
671.7149;3185
671.7522;3173
671.78949;3174
671.82678;3181
671.86407;3184
671.90137;3175
671.9386;3176
671.97589;3173
672.01318;3185
672.05048;3172
672.08771;3179
672.125;3178
672.16229;3180
672.19952;3175
672.23682;3176
672.27411;3178
672.31134;3186
672.34863;3172
672.38586;3166
672.42316;3179
672.46045;3187
672.49768;3169
672.53497;3169
672.5722;3179
672.6095;3184
672.64673;3179
672.68396;3173
672.72125;3176
672.75848;3184
672.79578;3176
672.83301;3172
672.87024;3179
672.90753;3185
672.94476;3178
672.98199;3178
673.01929;3188
673.05652;3185
673.09375;3180
673.13098;3177
673.16827;3183
673.20551;3174
673.24274;3174
673.27997;3177
673.3172;3178
673.35443;3192
673.39172;3178
673.42896;3174
673.46619;3178
673.50342;3176
673.54065;3177
673.57788;3170
673.61511;3172
673.65234;3182
673.68958;3167
673.72681;3187
673.76404;3176
673.80127;3197
673.8385;3172
673.87567;3170
673.9129;3176
673.95013;3190
673.98737;3176
674.0246;3177
674.06183;3185
674.099;3188
674.13623;3170
674.17346;3176
674.21069;3183
674.24786;3186
674.2851;3175
674.32233;3174
674.3595;3182
674.39673;3183
674.43396;3176
674.47113;3171
674.50836;3173
674.54553;3189
674.58276;3178
674.61993;3175
674.65717;3184
674.6944;3178
674.73157;3182
674.76874;3176
674.80597;3180
674.84314;3183
674.88037;3175
674.91754;3169
674.95477;3183
674.99194;3181
675.02911;3176
675.06635;3176
675.10352;3186
675.14069;3190
675.17786;3180
675.21509;3176
675.25226;3187
675.28943;3185
675.3266;3180
675.36383;3178
675.401;3179
675.43817;3188
675.47534;3172
675.51251;3177
675.54968;3182
675.58685;3184
675.62402;3176
675.66119;3180
675.69836;3179
675.73553;3184
675.77271;3168
675.80988;3183
675.84705;3176
675.88422;3181
675.92139;3175
675.95856;3180
675.99573;3182
676.0329;3183
676.07007;3168
676.10718;3172
676.14435;3177
676.18152;3190
676.21869;3172
676.25586;3181
676.29297;3180
676.33014;3176
676.36731;3174
676.40442;3172
676.44159;3179
676.47876;3187
676.51587;3182
676.55304;3172
676.59021;3176
676.62732;3184
676.66449;3175
676.7016;3174
676.73877;3183
676.77588;3190
676.81305;3167
676.85016;3179
676.88733;3189
676.92444;3186
676.96161;3181
676.99872;3180
677.03583;3183
677.073;3181
677.11011;3181
677.14728;3169
677.18439;3176
677.2215;3188
677.25861;3178
677.29578;3170
677.33289;3173
677.37;3185
677.4071;3184
677.44427;3179
677.48138;3181
677.51849;3182
677.5556;3165
677.59271;3176
677.62982;3179
677.66693;3184
677.70404;3173
677.74115;3175
677.77826;3180
677.81537;3181
677.85248;3180
677.88959;3178
677.9267;3182
677.96381;3184
678.00092;3179
678.03802;3178
678.07513;3180
678.11224;3186
678.14935;3173
678.18646;3182
678.22351;3185
678.26062;3190
678.29773;3171
678.33484;3171
678.37189;3180
678.409;3181
678.44611;3171
678.48322;3170
678.52026;3179
678.55737;3186
678.59442;3181
678.63153;3171
678.66864;3186
678.70569;3191
678.7428;3181
678.77985;3173
678.81696;3183
678.854;3190
678.89111;3180
678.92816;3179
678.96527;3184
679.00232;3190
679.03943;3181
679.07648;3174
679.11353;3181
679.15063;3186
679.18768;3174
679.22473;3173
679.26184;3185
679.29889;3185
679.33594;3174
679.37305;3169
679.4101;3188
679.44714;3188
679.48419;3190
679.52124;3177
679.55835;3185
679.5954;3182
679.63245;3179
679.66949;3186
679.70654;3184
679.74359;3192
679.78064;3173
679.81769;3178
679.85474;3179
679.89178;3180
679.92883;3176
679.96588;3178
680.00293;3176
680.03998;3181
680.07703;3177
680.11407;3168
680.15112;3189
680.18811;3179
680.22516;3178
680.26221;3176
680.29926;3178
680.3363;3186
680.37329;3184
680.41034;3181
680.44739;3182
680.48444;3189
680.52142;3176
680.55847;3176
680.59552;3187
680.63251;3181
680.66956;3180
680.70654;3180
680.74359;3181
680.78064;3187
680.81763;3181
680.85468;3174
680.89166;3174
680.92871;3191
680.9657;3180
681.00269;3168
681.03973;3184
681.07672;3184
681.11377;3176
681.15076;3176
681.18774;3184
681.22479;3183
681.26178;3179
681.29877;3170
681.33582;3187
681.3728;3196
681.40979;3180
681.44678;3175
681.48383;3187
681.52081;3182
681.5578;3188
681.59479;3181
681.63177;3193
681.66876;3190
681.70575;3174
681.7428;3181
681.77979;3184
681.81677;3184
681.85376;3182
681.89075;3177
681.92773;3185
681.96472;3186
682.00171;3181
682.03864;3179
682.07562;3176
682.11261;3190
682.1496;3180
682.18658;3172
682.22357;3174
682.26056;3180
682.29749;3174
682.33447;3179
682.37146;3184
682.40845;3182
682.44537;3187
682.48236;3168
682.51935;3188
682.55634;3195
682.59326;3188
682.63025;3172
682.66718;3191
682.70416;3194
682.74115;3175
682.77808;3180
682.81506;3180
682.85199;3185
682.88898;3181
682.9259;3176
682.96289;3183
682.99982;3186
683.0368;3173
683.07373;3183
683.11066;3184
683.14764;3186
683.18457;3175
683.2215;3174
683.25848;3184
683.29541;3185
683.33234;3181
683.36932;3180
683.40625;3176
683.44318;3190
683.4801;3180
683.51703;3176
683.55402;3185
683.59094;3189
683.62787;3186
683.66479;3175
683.70172;3183
683.73865;3185
683.77557;3184
683.8125;3172
683.84943;3190
683.88635;3187
683.92328;3183
683.96021;3177
683.99713;3186
684.03406;3186
684.07098;3179
684.10791;3187
684.14484;3189
684.18176;3190
684.21863;3180
684.25555;3178
684.29248;3184
684.32941;3187
684.36627;3181
684.4032;3178
684.44012;3171
684.47705;3185
684.51392;3185
684.55084;3177
684.58777;3177
684.62463;3189
684.66156;3178
684.69843;3185
684.73535;3184
684.77228;3174
684.80914;3187
684.84607;3174
684.88293;3177
684.91986;3184
684.95673;3183
684.99359;3170
685.03052;3179
685.06738;3183
685.10431;3170
685.14117;3172
685.17804;3185
685.21497;3187
685.25183;3174
685.2887;3174
685.32556;3181
685.36249;3190
685.39935;3172
685.43622;3169
685.47308;3168
685.50995;3190
685.54688;3178
685.58374;3183
685.62061;3180
685.65747;3191
685.69434;3179
685.7312;3170
685.76807;3184
685.80493;3181
685.8418;3169
685.87866;3163
685.91553;3173
685.95239;3173
685.98926;3161
686.02612;3164
686.06299;3169
686.09985;3173
686.13666;3170
686.17352;3167
686.21039;3173
686.24725;3180
686.28412;3172
686.32092;3172
686.35779;3180
686.39465;3173
686.43146;3170
686.46832;3171
686.50519;3170
686.54199;3175
686.57886;3168
686.61572;3167
686.65253;3174
686.68939;3178
686.7262;3170
686.76306;3175
686.79987;3173
686.83673;3184
686.87354;3171
686.9104;3176
686.9472;3176
686.98407;3182
687.02087;3169
687.05768;3179
687.09454;3183
687.13135;3178
687.16815;3177
687.20502;3173
687.24182;3186
687.27863;3182
687.31543;3178
687.35223;3175
687.3891;3182
687.4259;3182
687.46271;3185
687.49951;3168
687.53632;3178
687.57312;3187
687.60992;3175
687.64673;3167
687.68359;3181
687.7204;3173
687.7572;3175
687.79401;3170
687.83075;3174
687.86755;3179
687.90436;3168
687.94116;3176
687.97797;3175
688.01477;3175
688.05157;3171
688.08838;3180
688.12512;3171
688.16193;3177
688.19873;3178
688.23553;3167
688.27234;3185
688.30908;3185
688.34589;3176
688.38269;3174
688.41943;3171
688.45624;3174
688.49298;3175
688.52979;3175
688.56659;3172
688.60333;3183
688.64014;3177
688.67688;3173
688.71368;3173
688.75043;3185
688.78723;3177
688.82397;3170
688.86078;3180
688.89752;3183
688.93427;3170
688.97107;3171
689.00781;3181
689.04456;3187
689.08136;3185
689.1181;3170
689.15485;3180
689.19159;3185
689.22839;3163
689.26514;3169
689.30188;3173
689.33862;3175
689.37537;3167
689.41217;3169
689.44891;3178
689.48566;3191
689.5224;3174
689.55914;3165
689.59589;3180
689.63263;3173
689.66937;3176
689.70612;3168
689.74286;3171
689.7796;3179
689.81635;3173
689.85309;3169
689.88977;3173
689.92651;3181
689.96326;3179
690;3178
690.03674;3172
690.07343;3185
690.11017;3170
690.14691;3172
690.18365;3173
690.22034;3186
690.25708;3173
690.29382;3167
690.33051;3170
690.36725;3183
690.40399;3177
690.44067;3171
690.47742;3177
690.5141;3179
690.55084;3176
690.58752;3177
690.62427;3178
